Title	Description
제주 노형동이나 연동 근처 수학학원 영어학원 있나요?... 	"... 영어,수학 찾기는 한데 자세한건 다른과목도 상담해봐야할듯해요 기초가 영부족하고 혼자서 공부도 안하려하네요..  추천 드립니다. https://blog.naver.com/gts_math 자세한 사항은 블로그에서 확인하세요. 편하게 문의 주세요. ^^"
고1수학내신 올댓내신 기출좋아요?	기출문제 찾고있는데 고1수학내신 올릴려구요. 학원은 안다니고 지금까지는... 기말이 중요하다길래 공부하려고 하는데 고1수학내신 점수따고 싶은데... 고1수학내신 1:1 질문 감사합니다 고1수학내신 관련해서는 답변이 어려운 점... 
세교 금암마을 수학학원 영어학원 질문이요	... 올라가기전 겨울방학동안 학원을 보내보려고 하는데 세교 금암마을 수학학원 영어학원 어디가 좋아요?? 추천 부탁드리겠습니다~~ 안녕하세요! 학부모님 걱정이 많으실것 같아요 세교 금암마을에서 영어학원 수학학원 국어학원 관심이... 
수학문제 질문이여 빠를수록 좋아요 ㅠㅠㅠ	"이거 음수가 24개래요 근데 그 후엔 어떻게 하는지 모르겄어요 풀이까지 해서 좀 알려주세요  모두 49개의 분수 중 양수 25개, 음수 24개이네요. 그러므로 모두 곱하면 양수가 될 것이고, 각 분모와 분자는 차례차례 약분되어... "
부산 동래구에 수학전문학원 어디가 좋아요?	"부산 동래구에 수학전문학원을 다니려고 알아보고 있는데요, 어디가 괜찮은지 잘 몰라서요, 학년은 고2구요... , 그쪽이면,,, 수학전문ICC가 좋을거 같은데요^^ 전화번호는 잘모르구요^^ 114에서,, 수학전문ICC요,,하면 걸어줄꺼에요^^"
수학여행 코디(내공100)	... (가방1개에 짐이 다들어가요??) 1.이뿌게 옷입는 방법!(☜이뿐코디요~또 악세사리같은건 어떻게 하면 좋아요?) 수학여행 가시는거니깐 귀엽게 입구가세요 악세사리는 불편할지는 모르겠지만 너무 화려하거나 큰거는 하지마시구요... 
수학의 정석과 문제집	... 수학을 잘하는 편은 아닌데 적당한 수준의 문제집 추천좀요  흠냐 흠냐 안녕하세요 현재 고1을 끝내가는 수학을 좋아 하는 한 학생입니다 먼서 수학 문제집은 자신한데 맞는것이 따로 있습니다 무조건 친구분들이 정석 개념유형 개념... 
"중3 영어, 수학 공부하는 법"	... (강의나 문제집 추천해줘도 좋아요) 그리고 수학은 문제만 많이 풀면된다는데 진짜 문제만 잔뜩 풀어보면 되나요?? 자세히 알려주세요.. 중3입니다 안녕하세요. 교육부 학교생활컨설턴트입니다. 학원을 다니다가 점수가 오르지 않아... 
대구 침산동 수학학원 영어학원 침산네거리 근처면 좋아요	"침산동수학학원 찾으려고 해요. 발품을 팔아보려고는 하는데 마음에 들면 바로 하려구요 침산동영어학원 어디가... 가장 중요한 것은 한번 학원에 방문을 하셔서, 수업방식이나 분위기를 직접 보시고 결정하시는 것이 좋아요... "
"수학 나형 기출문제집, 사설모고 추천해주세요-"	"... 뭐가 좋아요? 수학 나형 기출문제집 풀려고 하는데... 사설 모고는 어떤게 좋아요?  시중에 나와 있는 문제집은 많은데, 나에게 꼭 맞는 문제집은 그 중 무엇일까(...) 찾는 게 고민되시고 힘든 분들게 ""개인 맞춤형 디지털 문제집... "
수학 선행	... 중3여름방학이나 겨울방학때가 딱 좋습니다. 많이 나가면 좋죠. 그래도 고1 되기전에 수상은 다 잡아놓는게 좋아요 수학은 완벽한 개념과 연습만이 살길입니다. 몰아서 하지마시고 꾸준히 하셔야해요. 이건 모든과목에 포함되겠지만... 
고등학교 수학 세특 수학영화 추천	... 고등학교 수학 세특에 적을 거를 준비해오라하셔셔 수학 관련 영화를 보려고 하는데 수학 공식 많이 나오는 수학 영화 추천해주세요  페르마의 밀실 추천드립니다. 옛날영화긴 한데 수학 문제가 많이나와서 수학 세특쓰긴 좋아요.
수학 문제 잘푸는 법	"... 시험볼때도 다른거 다 좋은 데 수학만 안 좋아요,, 특히 분수문제인데요..암산력이랑, 이해력같은게 떨어져염.. 정리 1...........수학문제 잘 푸는 방법을 알려주세요.. 2...........빨리 푸는 방법을 알려주세요. 3...........암산력 기를 수... "
수학강사에 대한 질문인데요..	제가 우선 수학을 좋아 해서 강사를 하고 싶은데요.. 앞에 질문에서... 가능 하다고 말씀 하신거 같은데.. 고졸도 가능 한지 알아 보고 싶습니다.. 지금 수학 공부도 .. (독학으로.. 지만요..)하고 있고... 자신도 있습니다.. 초등학생말고... 
중1 수학 어떡하죠ㅠㅠ	"... 넘어가는게 좋아요! 수학은 이해를 못하면 한없이 어려워지는 과목이기때문에 처음부터 알고 넘어가는게 중요한것같아요! 기초부터 시작한ㄴ 문제집으로 해결의법칙 풀어보세요 해결의 법칙은 개념잡는게 필요하시다면 개념편, 이미... "
수학여행은 어떤여행인가요? 또 어디가 좋아요?	... 저희가 곧 수학여행을 가게 되는데 수학여행에서는 무엇무엇을 해요? 자유인가요? 좀 자세하게 알려주시면 감사하겠습니다. 또 장소는 어디가 좋아요? 외국이라든지 이런 어처구니 없는 말말고 확실히 추천좀 부탁드려요... 
수학여행질문이요^^	... 수학여행 옷코디와 장기자랑 옷코디좀 해주세요!!(사진첨부면 좋아요) 수학여행코디는첫째날에는 위에티는 맨투맨입으시구요 바지는배기.h라인치마입으시구 두번째날에는 체크남방이나 청남방에다가 위에는 가디건... 
제가초딩 6학년여자구요 시험마다 수학	... 되기 때문에 국어 문제집을 풀면서 독해능력을 조금 높이시는게 가장 좋아요! 중학수학 들어가면 거의 대부분이 문장제 문제이기 때문에 빨리 독해 능력을 높이시는게 좋아요!! 수학 화이팅 하세요!! (도움이 되섰다면 채택 부탁드려요!)
전주고등학생이다닐만한수학학원요	효자동근처면 좋아요 상산고 다니는데 수학이 힘드네요 실수도 너무 많고. 학교친구들이 워낙 잘하니 제가 힘이 많이 드네요 추천좀해주세요 http://naver.me/54ViJgb4 안녕하세요 수학학원 찾고계신데 저희 전주수학학원 서신수학학원... 
수학여행 가방싸기!~	... - 여름이 아니면 잠옷은 긴 잠옷이면 어떤 스타일이던 좋지 않을까 생각합니다. 수학여행시 잠옷은 어떻게 보면 수학여행의 최고의 포인트 이지요..^^ 저는 첫번째 스타일 좋아요..^^ 즐건 수학여행 되시구요. 멋진 추억 만드시길... 
고2 모의고사 수학	... 6월에 잘 볼 수 있다고 하던데 진짜로 고1 수학이랑 고2 수학이랑 연관이 안되나요...? 그럴리가요 인수분해를 비롯한 평행이동 대칭이동 개념 모두 들어가요. 다만 1학년보다는 좀 수월하지요 그래도 고1수학이 탄탄한게 좋아요 
수학문제집 추천!! 중1-가	"... 감을 잡을 수 없네용~~~~~~~~ 또, 추가로 중1 국어,사회, 과학 문제집 추천해주세요!!ㅠ 영어문제집두용!!ㅠ 그리고 수학 강의 잘 가르치시는 곳 아시면 좀 갈켜주세요..ㅠㅠ 그럼 내공 40드립니다...ㅠ 수학은 개념원리 중학수학이 좋아요... "
경주로가는수학여행 질문 ^.^;	... 7.옷은 몇벌 가져가면 좋아용? 수학여행 갔다오신분만 답변해주셨으면 좋겠네요 ^^ 경주로 수학여행 갔다오신분이시라면 더욱더 좋구요 : ) 글읽어주셔서 감사합니당 질문 빠르고 정확하게 해주시면 좋겠네요 내공 20이구용 +ㅁ... 
수학학원 가기싫어요 오떡하죠	어떡하죠 진짜 가기 싫어요 가도 이해도 안되고 졸리기만 하고 문제도 못 풀고 스트레스 받고 근데 영어학원은 좋아요 수학만 하...죽ㄱㅓ싶어요진짜 수학 진짜너무싫어요 학원 ㄱㅏ기싫다 어떡하죠 하죽과ㅓ싶어요  수학은 대학교가서도... 
수학음악영화 찾아주세요!	"... 정 안된다면 수학영화도 좋아요ㅠㅠ  페르마의 밀실 감독 루이스 피에드라이타, 로드리고 소페나 출연 루이스 호마르, 알레조 사우라스, 엘레나 발레스터로스, 샌티 밀란 개봉 미개봉 페르마의 밀실 어떠세용? 수학 영화에용... "
중2수학문제집추천[내공15]급해여	... 이홍섭선생님의 개념원리 중학수학이 좋아요. 저희 반에서도 이거 푸는 사람 꽤 있구요. 수학하면 이거 중학생들이 알아준다고 합니다. 저는 이거하고 투탑수학 플러스 유형특강 도 있어요. 이거 2개 괜찮더군요. 가격은 개념원리... 
수학문제 (거의 수수께끼?)	"... 그냥 풀어가면 좋을것같아서요 ㅎㅎ 문제 쓸게요 수 수학수 수학이학수 수학이좋이학수 수학이좋아좋이학수 이렇게 써준다음에 ""수학이좋아""는 모두몇개냐고 묻는문제에요.. 이거 풀어주시고 풀이과정도 써주세요~ 내공... "
비산삼성레미안 근처 수학학원 영어학원 어디가 좋아요?	"... 이제 예비 고1 이어서 학원을 알아보고 있는데 비산삼성레미안 수학학원 영어학원 어디가 좋나요??  비산동 소규모정예학원 교육팀장 Doit쌤입니다. 매번 남들이 좋다는 곳에 보내는데, 정작 학원을 다니고 성적이 올랐나요?... "
수학의바이블과 수학의 뿌리중 머가 좋아요?	"고2인데 수학을 잘하지는 못해요. 혼자서 공부하려고 했는데.. 어떤게 쉬울지 잘모르겠어요. 정석은 고1떄 풀었는데... 제 생각입니다만, 원리 이해는 둘다 비슷하다고 생각합니다. 하지만 수학의 뿌리가 문제 자체가 괜찮은것 같네요,."
옥계 영어학원 수학학원 괜찮은곳 가고싶어요 산동 좋아요	... 와 수학 여태까지 학습공백이 정말 길어서 다시... 영어학원 수학학원 국어학원 관심이 있으셔서 답변... 많이 고민도 되실텐데 이왕 영어학원 수학학원 하시는 것... 구미옥계초등학생영어학원 옥계초등학생수학학원 옥계공부방... 
이상하게 수학과목만 성적이 안좋아요..	... 재가 정말 수학을 좋아라 하는 때는.. 딱 지금쯤?아니 고입고사를 치룬다음같내요.. 저도 고입고사를 봐서 어떻게 인문계로 가게 돼었는데 그때부터 수학공부를 했습니다.. 물론 중학교꺼는 아님. 학원을가서 딱한달간(약간후회됨 더... 
재미난 초등수학전집 있을까요??	... 들여 읽히고 있는데 2학년 아이도 진짜 잘보고 있는 중이랍니다.. 초등교과와 연계되어 개념부터 심화까지 넘 잘잡아 주고 있어 초등 전학년은 뭉치수학왕과 같이 보내도 좋아요. 초등수학전집은 뭉치수학왕 완전 강추합니다. 
빨리 답변부탁해요 중1수학 풀이만이라도 좋아요	"연속한 세 자연수의 합이 96일 때, 가장 작은 자연수를 x라고 하여 방정식을 세워라. a,b두 물통에 물이 각각 48L,12L 들어 있다. A에서B로 몇 L의 물을 옮기면 A의 물이B의 물의 3배가 되겠는가? 십의 자리의 숫자가 4인 두... "
급합니다 풀이랑 같이 해주시면 더 좋아용!중 1 수학입... 	답은?빨리요!급합니다 풀이랑 같이 해주시면 더 좋아용!중 1 수학입니다 발그림 죄송하구요. 
경주수학여행가뉸데..// 궁금한점잇어영@@	... 않좋아요 ^^ 수학여행은 대부분.. 2장기자랑 조명 좋아요? 아니요.. 시설이 않좋아요.. 3숙소는 어떤가여? 좋아요 ^^ 완전좋아요 ^^ 4디카 핸드폰 등등 가져가두되나여? 잊어먹으면 책임 자기가 져야되니까 가져가지 마세요... 
(빨리답공부탁)4학년1학기수학문제집뭐가좋아요???	(저급해요)4학년1학기수학문제집뭐가좋나요??? 빨리답공부탁해여 저한테도움되고이해잘대는걸루여빨리부탁해요  요새 4학년 수학 문제집 광고 많이 하던데요?-_-@ 광고를 해서 그문제집을 밀어준다는것은 그 문제집이 많이 팔렸음을... 
눈높이 수학 하는게 좋을까요 ?	"... 올라요 그만큼 우선 열심히 하시는게 가장좋아요. 수학이 많이 어려우신다면 눈높이 한번해보시고요 눈높이수학은 어려운 문제보다 쉬운문제 위주로 되어있어서 처음에는 쉬울꺼에요 ㅎ 그럼 이만. 시험 잘보세요 저도 지금 중2 ,ㅎ "
"수학 나형 기출문제집, 사설모고 추천해주세요-"	"... 뭐가 좋아요? 수학 나형 기출문제집 풀려고 하는데... 사설 모고는 어떤게 좋아요?  수능수학 기출문제를 수록하고 있는 수능수학문제집 중에서 구성이 괜찮은 문제집을 풀어보고자 하신다면, 수학기출문제집 '자이스토리 고3 수학'을... "
용산 수학과외 영어과외 어떻게 찾아보면 좋아요?	... 용산수학과외 용산영어과외 구해보고 있습니다 도움주실 샘 계실까요?  안녕하세요! 용산구에서 영어/수학 전문과외 수업을 지도하고 있습니다. 과목별 기초를 확실하게 잡을 수 있고 응용 심화 유형까지 탄탄하게 대비할 수... 
고1 수학 상+경찰관련 도서	"고1 수학 상 내용이 들어간 책 추천해주세요 범죄나 경찰 심리 수사관련한 책이면 좋아요 내일 까지 제발 부탁드려요 고1 수학 상 내용이 들어간 책으로 범죄나 경찰 심리 수사와 관련된 책을 찾고 계시다면, 다음 책들을 추천드립니다.... "
중3이 읽을만한 수학책	... 비슷한거 쓰는게 수행이에요 중3-1 과정이 들어가있는 수학책 좀 추천해주세여 ㅠㅠ 빠르게 읽을 수 있는 뭐..재밌는 책..?도 좋아요  아래 읽고 독후감 쓴건데 도움이 되실거에요 ~ 중학생들이 수학으로 보물을... 
"수학, 과학 관련 책 추천"	"... 과학이 생명과학이나 치과에 관련되면 더 좋아요..! 최대한 빨리요!!!! 수학과 과학을 모두 다루는 추천 책 중에서는 ""생명과학의 수학""이라는 책이 있습니다. 이 책은 생명과학에서 필요한 수학 지식을 다루며, 미적분, 확률, 통계 등의... "
저는 수학이 너무 좋아요......ㅡㅡ	"전 수학이 아주 재미있어요 언어나 암기과목은 최악이져;; 제가 이번에 재수하거든요,, 근데 문과에요 고등학교때부터 문과수학만해서 사실 과탐하구 수학2는 하나도모르죠;;... "
고1 수학 세특	"... 들어가면 좋아요 한두문장정도만 써주세요  안녕하세요. 답변드립니다. 내공100고1 수학 세특에 대해 멘토 역할로 참여한 적이 있다면, 아래와 같은 내용을 포함하여 내일까지 써오시면 좋습니다. 1. 희망 과는 화학공학과 입니다. 2.... "
예비중1 수학 문제지 추천!!	... 개념+유형+심화 한꺼번에 있는 수학책도 좋아요!! 그리고 rpm이랑 쎈중에 뭐가 더 좋을까요? 쎈은 (하) 가 좋나요?? 안그럼 (상) 이 더 좋나요?? 상 이랑 하 무슨 차이 인가요? 상이 더 좋나요?? 하가 더 좋나요?? 알피엠이랑 쎈은 목적이... 
"영어, 수학학원"	"... 전문이면 좋아요 5)수학만전문 영어만전문 잘가르치는곳도 괜찮습니다 비용도 써주시고요 선생님도 재미잇으면 좋아요 6)잘가르치는 영어,수학 온라인 강의 같은거 좀 추천 급합니다  안녕하세요. 2019. 11. 1. 학원 오픈한 ""수학을... "
수능 수학1 문제집 추천	"... 수학은 개념을 익힘과 동시에 개념문제, 유형문제를 동시에 풀며 감을 익히는 것이 좋아요 ! 수학에 대한 감을 익히시고 싶다면, 수학 큐레이션 풀리를 추천드리고 싶어요! +_+ (일단 한 번 들어보세요(...)) 완전 내 맞춤으로 등급... "
수학인강 추천좀용~	수학인강 추천 좀 해주세요 개념을 정리하면서 문제를 어떻게 푸는지 설명 잘 해주는 그런 수학인강 선생님 강의면 좋겠어요 개념정리와 문제 분석 하면서 수학틀을 잡아주는 강의를 원하시면 이은미선생님 수학인강 좋아요 지티에듀... 
예비고2 메가스터디 수학 인강	... 쉽게 알려주시는 분의 느낌이 좋아요..ㅠㅠ 저희 학교 수학 문제 난이도가 어렵지 않은 편으로 나오는데 독학을 해도 괜찮겠죠..? 1학기땐 교과서에서만 나오고 2학기 일차고사때도 교과서만 나오고 이번에 이차고사때 모고 한문제... 
수학학원 다니고싶어요 부천상동 까지도 신중동 좋아요	좋은학원이 있다면 꼭 다니고싶어요 부천중동쪽이나 상동까지도 좋아요 아이들은 고1 그리고 중2 학생인데 보내보려고해요 아이들 숙제도 많이내주고 관리도 잘되었으면 해요 영어 그리고 수학 레벨이 조금 많이 낮아서 이해 부탁해요... 
학원 수학 선생님 되는 방법	... 수학까지는 좋아요... 그런데!!! 영어 : 65(?) 과학 : 80~95 사회 : 70 국어 : 85~90 이런데... 한문은.... 중간: 18 (헉!) 기말 : 24(ㄷㄷ) 이렇게 죽자식이에요... 한문엔 확실히 재능이 제로에 가까운듯... 그래서 결국 평균은 6~70.... 이런데 학원... 
바이블vs개념원리vs수학의 정석 뭐가 제일 좋아요?	중2 1학기 수학 개념서를 살려고 하는데 뭘 사야할지 모르겠어요ㅠㅠ 참고로 저는 중1이고 중2수학문제집 처음 풀어보는 겁니당 수학의 바이블이 나아요!! 개념원리는 개념서라고 하기에 개념설명이 너무 안되잇고 정석은 너무 딱딱해요 
마곡엠밸리 영어학원 수학학원 공부방같은곳도 좋아요!	... 마곡엠밸리영어학원 마곡엠밸리수학학원 찾고 있어요 실력이 좋은곳이 있을까요.. 잘하는곳으로 가고싶네요  안녕하세요^^ 마곡엠밸리 수학 학원을 찾고 계시는군요! 학생마다 부족한 부분과 그에 맞는 공부 방법이 다 다릅니다!... 
초등학생 수학 문제집은 뭐가 좋아요?	... 확실히 수학 공부하는데 도움이 되고 재미있게 할 수 있는 우등생수학을 추천 드리고 싶네요~ ^^ 우등생수학은 12주... 단원평가 문제집을 별도로 제공하니 전과목으로 개념을 잡기에도 좋아요! 답변이 도움이 되셨으면 좋겠네요~
수학의 바이블 이랑 정석이랑 뭐가 더 좋아요?	... 정석으로 공통 수학을 공부하셨다면.. 이미 몸에 벤 문제집이 좋아요.. 솔직히 문제집의 내용은 거기서 거기입니다... 저희때도 정석과 개념원리 가지고 말이 많았는데요.. 제가 대학와서 고3 과외해보니까.. 그 문제집이 그 문제집... 
"예비고1, 중학수학 마스터할수있는 문제집 추천해주세요"	... 중학 수학 개념 총정리가 좋아요. 제가 현재 풀고 있는 문제집인데 개념과 문제가 단기간에 마스터 할 수 있는 정도의 수준이라 가장 좋은 책이라 생각하고 무엇보다 고등과정연계중심으로 나가다 보니 예비고한테 가장 좋아요:-)
"노원쪽 수학, 영어학원 어디가 좋아요?"	"... 을다녔는데 외고입시로는 종합반이 한계가 있더라구요. 수학학원,영어학원추천해주세요.. 학원비도알면알려주시고요^^ 청담어학원과 페르마가 가장인기 있구요 20마원이상입니다. 노원쪽은 잘 몰라서.. 잘 아는 분이 다음에 쓰겠죠 "
큐브수학디딤돌	큐브수학이좋아여 디딤돌이 좋아여? 설명이랑요점정리 어느 책이 더 이해하기 쉽게 나와있나여? (경험있으신분이있음 적어주세여) 경험없으신분도 책보고나 생각 적어도 되여^^ 저는요 그렇게 크게 차이가 안나는것 같은데 난위도를... 
수학 문제 풀이쫌 해주세요 풀이과정까지 세세하면 더... 	아까 올렸는데 문제들이 안보여서 다시 올립니다ㅠㅠㅠ 첫 문제부터 멘붕이 오네요...ㅠㅠㅠ 대학교 수학문제입니다ㅠㅠㅠ 대학수학이라구요...? 대체 무슨 과목이길래 이런 문제를 줍니까? 
중1 수학문제집 추천	"... 이문제집들은 다 풀긴풀었어도 이해가 잘안가거든요 ㅠ_ㅠ *질문!) 문제집 추천좀 2~3개정도만요!~ 시험전에는 파란이랑 쎈수학이 좋아여,., 딴것도 나쁘진안치만 시험문제랑 가~장 유사하게 나왔거든여.. 저두 시험전에는 이두권을 꼭... "
수학 나형으로 생물학과	"... 과학과 수학이 좋아 이과로 오긴했는데 수학점수가 심각하게 안나와요. 제가 가고싶은 학과는 생명공학, 생물학과, 신소재학과에요. 그런데 이런 학과를 수리 나형으로도 갈수 있는 대학이 잇나요?. 있다면.. 알려주세요 ㅠ.ㅠ 수학... "
일반인 수학공부	"... 학창 시절 수학을 좋아하는 편이었고. 이과였고, 수리영역도 1,2등급 맞았었고, 대학생 시절에는 수학과외로 용돈도 벌고는 했습니다. 전공이 수학과 거리가 멀어서 수학공부를 이후로는 안했지만 일상에서 취미로 수학공부를... "
수학기출문제집 인강병행 뭐가 좋아요	수학인강 듣고있는데 이것만 들으면 안되잖아요 ㅋㅋ 수학기출문제집도 풀어야하는데 아직 수학기출문제집 안샀...... 이틀에 아님 주말에 한회씩 풀면 좋은 수학기출문제집 추천 좀 해주세요ㅠㅠ 제가 아는거라고는ㅜㅜ 수학기출문제집... 
수학 잘하는 방법	... 저는 사실 수학을 좋아합니다.. 수학을 좋아 하면 할수록 수학과는 거리가 가까워 지게 되는 거죠... 님께서 수학을 잘 하고 싶으시다면 수학을 좋아해보세요^>^ 그러면 수학을 하고 싶어지고 그러면 수학을 잘하게 되는 것입니다...... 
경주로가는수학여행 질문 ^.^;	... 7.옷은 몇벌 가져가면 좋아용? 수학여행 갔다오신분만 답변해주셨으면 좋겠네요 ^^ 경주로 수학여행 갔다오신분이시라면 더욱더 좋구요 : ) 글읽어주셔서 감사합니당 질문 빠르고 정확하게 해주시면 좋겠네요 내공 20이구용 +ㅁ... 
남자친구랑 수학 과외 질문!	"... 진짜 너무 멋지죠 ㅠ 저도 수학만 아니면 성적 좋아용! 수학 포함해도 반 3등이긴 한데 저희 반이 반 등수 꼴찌라 ㅎㅎ 암튼 과외를 하게 된다면 남친이랑 수준 차 때문에 고민이에용 ㅠ 남친은 제가 수학을 안해서 그런 거지, 다시... "
6세수학 어떤게 좋아요?	"... 아인슈타인수학에서 나온 아빠가 초콜릿을 사왔어요. 도넛가게에 왔어요, 유치원에 갑니다 등등 많아요. 지금 파는지 모르겠는데 저는 공부방에서 저걸로 공부했는데 아이가 경험하는 일상 속에서 좋아하는 것들로 수를 경험하고... "
4세 수학전집 뭐가 좋을까요?	... 매일같이 대발이 보구요 아이가 좋아해요. 제가 생각지 못한 부분까지도 여러개념을 다루어서 생활에 유용한 점이 많구요. 특히 어렵지 않고 소재가 친근해서 첫 수학전집으로 좋아요~ 공룡대발이 수학동화 추천해요. 
수학여행 옷 추천좀 해주세요!	... 키가 커보이는 옷이면 더 좋아요!)  안녕하세요! 수학여행에 적합한 옷 추천을 해드릴게요. 1일차 놀이공원에서는 편안하면서도 활동하기 편한 스포티한 옷을 추천해드립니다. 반팔 티셔츠나 블라우스에 반바지나 면바지를 매치하면... 
수학1 관련도서 관광분야 수학도서	"수학1관련 수학도서 중에 문과 관련된 내용이나 경영 경제 분야나 관광분야 관련된 책 있으면 알려주세요 관광분야면 더 좋아요ㅠㅠ 급해요 내공 300이요  인문학 관련 수학 책 추천드립니다 https://link.coupang.com/a/ZECt7 ""이... "
겨울방학때 수학1 어디까지 해놓는 게 좋아요?	"... 수학1 어디까지 해놓는게 좋아요? 저는 참고로 이과지망생입니다. 이과 지망생이시면 수학1에만 집중 투자 하는것보다는, 먼저 수학1에서, 수열의극한까지 초스피드로 끝내시고 수2를 병행해서 하시는 것을 추천합니다. 수학1을 다... "
수학과외사이트로 수학과외 전문선생님 찾는 방법?	"... 중3~고2 정도 많이 하시는 분이면 좋아용! 수학과외사이트 간단한 곳도 추천해주심 좋겠습니다,  성적향상 세심함과 꼼꼼함 우리 아이들 성적이 오르지 않는 근복적인 원인을 찾아 문제를 해결하는 해답과외 알찬... "
중2 자녀가 수학 성적이 너무 안좋아요.	... 혹시 저는 아직 잘 모르겠어요 진짜 노력을 했다면 성적이 좋아야하는거 아닌가요(비하할 목적은 아닙니다) 저는 문제집을 보통 개념원리 쎈 블랙라벨 순으로 풀었습니다. 수학은 개념입니다. 그래서 개념을 확실히 이해하고 점점더... 
제주 노형동이나 연동 근처 수학학원 영어학원 있나요?... 	"... 영어,수학 찾기는 한데 자세한건 다른과목도 상담해봐야할듯해요 기초가... 노형동영어학원 노형동수학학원 찾으셔서 답변드려요.^^ 과목 수업뿐만이... 노형동초등학생수학학원 노형동중학생수학학원 노형동고등학생수학학원 노형중... "
수학여행때 장기자랑 하려는데 어떤 노래가 좋아요 ??	... 수학여행을 가는데~ 장기자랑을 하거든요 ? 장기자랑 하는거니까 당연히 춤 아니면 노래겠지요 ... 어떤... 참 좋아/ 인원 - 4~6명 2)자우림/하하하송/ 인원 - 1~3명 3)쥬얼리/바보야/ 인원 - 4~5명 발라드노래♡ 1)이승기-삭제... 
복대동 중등 수학과외 영어과외 없으면 가경동도 좋아요... 	중학생 입니다 복대동 아니면 가경동 수학이랑 영어과외 추천좀해주세요~!!  안녕하세요 복대동에 있는 중학생 고등학생 수업중인 7년차 Doit쌤입니다. 과목별 기초부터 심화 응용과정까지 학생 개개인의 취약점을 파악해... 
알려주세요~ 수학학원 같이 봐주는 곳이면 좋아요!	... 당산래미안수학학원 같이 알려주시면 좋을 거 같아요 혹은 두... http://naver.me/535rB63N 당산래미안국어학원 당산래미안수학학원... 당산래미안초등수학학원 당산래미안초등영어학원 당산래미안초등국어학원 당산래미안중학생수학학원... 
(빨리답공부탁)4학년1학기수학문제집뭐가좋아요???	"(저급해요)4학년1학기수학문제집뭐가좋나요??? 빨리답공부탁해여 저한테도움되고이해잘대는걸루여빨리부탁해요  음.....저도 윗분과 같은 생각이예요!!!!!!!!!! 저라면 쎈이라던지.....우공비,RPM등 많아요!!!!!!!!! 그중 쎈이 가장어렵고... "
독후감용 수학 책 추천	"... 유명한 책도 재밌는 책도 좋아요. 200쪽 이하면 좋겠어요. 고등학생이 읽을 만한 수학 관련 책으로는 다음과 같은 것들이 있습니다. ""무한으로 즐기는 수학"" - 허윤식, 나눔의집 (186쪽) ""유적의 수학"" - 존 시몬스, 북하우스 (224쪽)... "
중3수학문제집 추천이요!!	... 꿈틀이나 파란도 꾀좋아요 수학: 자습서먼저보시구요 투탑수학이 진도용으로 아주좋아요 투탑이랑 개념원리수학(최고!!)을 병행하세요~ (수학은 많이푸는게 중요해요!) 다 익혀지면 하이레벨 에이급수학 그런거 사서 푸세요 사회... 
"영어, 수학학원"	"... 전문이면 좋아요 5)수학만전문 영어만전문 잘가르치는곳도 괜찮습니다 비용도 써주시고요 선생님도 재미잇으면 좋아요 6)잘가르치는 영어,수학 온라인 강의 같은거 좀 추천 급합니다  안녕하세요^^ 수학 영어를 전문적으로 10년동안... "
수학 인강 추천	... 메가스터디 패스있고 대성도 추천해주세요 이비에스도 좋아요. 그런데 메가 김성은 쌤이랑 이비에스 생강 수학은 추천 하지말아주세요. 찾아봤는데 저랑 잘 안 맞아요 고1 수학은 ebs에선 정승제쌤 개념끝장내기. 메가스터디는... 
수학공부 잘하는 방법! <내공 50★>	... 수학 경시대회 같은건 진짜 점수 안좋아요... 수학 잘하는 방법 좀 갈켜 주세요. 다른 과목도 다 갈켜 주심 감사하겠씁님다. 수학 제가 생각하기론 수학.. 솔직히 학원 필요 없습니다. 처음엔 문제집 한권사서(개념을 이해하기에는... 
수학을 못하는데	솔직히 수학 넘 못하거든여 꿈은 수학이랑 전혀 상관 없는 거고 중간고사 때 수학을 30점 맞았어여 공부는 딴건 걍 중상 쯤 되는대 수학이 젤 안좋아여 수학 30점 맞아도 이과 영문과 등등 갈수 있죠? 일단 문과이면 수1 공부하실텐데... 
마포동 수학과외 당인동 영어과외 어디가 좋아요?	마포구수학과외 마포구영어과외 가 필요한 중2 학생입니다. 도형부분을 많이 어려워하는 아이이고 수학이 많이... 마포동수학과외 마포동영어과외 빠르게 구합니다. 거리상으로는 가까워서 당인동수학과외 당인동영어과외 선생님도... 
수학 문제 잘푸는 법	"... 시험볼때도 다른거 다 좋은 데 수학만 안 좋아요,, 특히 분수문제인데요..암산력이랑, 이해력같은게 떨어져염.. 정리 1...........수학문제 잘 푸는 방법을 알려주세요.. 2...........빨리 푸는 방법을 알려주세요. 3...........암산력 기를 수... "
수학 인강 추천해주세요	"... 첫수학 수학 상 뭐가 좋을까요?? 저는 개념을 중요하게 여기는 편이고, 설명이 자세했으면 좋겠어요! 내공 100이요..!  ebs에 정승제쌤 개념끝장내기도 좋아요. 수상 수하 강의구요. 내신은 아무래도 무료인강 ebs가 갑이구요. 사설은... "
